"Name","Description","Star","No. Of reviews","Website","Last review","Service focus","Price","Avarage	Est.","Location","Link","Email","Phone number"
"HireRussians","Information Technology and Services","5.0","1 review","https://hirerussians.com","""HireRussians specializes in Software Development, Software Development Outsourcing, Programmers, PHP, ASP.NET, Unix...""","40%  Web Development
30%  Web Design
20%  CRM Consulting and SI
10%  Mobile App Development
","$10,000+","$150 - $199 / hr","Novosibirsk, Russia","https://clutch.co/profile/hirerussians","sales@hirerussians.com","+7.383.330.6626"
"ArtLemon","Web development, UI/UX, Web design","5.0","1 review","https://art-lemon.com","Art Lemon is a digital agency based in the Ukraine that specializes in web development, UI/UX, and web design services.","25%  Web Development
30%  UX/UI Design
20%  Web Design
15%  E-Commerce Development
10%  Search Engine Optimization
","$5,000+","$25 - $49 / hr","Kharkiv, Ukraine","https://clutch.co/profile/artlemon","hello@art-lemon.com","+38 (057) 780-66-40"
"End Soft Design","Optimizing the present, drawing the future.","5.0","1 review","http://www.endd.eu","We are a team of enthusiasts who support businesses through digital marketing, web design and web development...","60%  Web Development
30%  Digital Strategy
10%  Web Design
","$5,000+","$25 - $49 / hr","Romania","https://clutch.co/profile/end-soft-design","office@endd.eu","none"
"Synapse studio","Websites for small business","5.0","1 review","https://www.synapse-studio.ru/","Drupal-only web development company from Russian North (Vologda city)...","75%  Web Development
25%  E-Commerce Development
","Undisclosed","$50 - $99 / hr","Vologda, Russia","https://clutch.co/profile/synapse-studio","mail@synapse-studio.ru","+7 8172 26-43-06"
"Forrards","SQL Server | BI | DBA | .NET|Outsourcing","5.0","1 review","http://www.forrards.com/","Forrards is a big data consulting company based in Russia. They specialize in SQL and remote DBA services.","50%  BI & Big Data Consulting & SI
25%  Cloud Consulting & SI
25%  Custom Software Development
","$1,000+","< $25 / hr","Russia","https://clutch.co/profile/forrards","dmitry@forrards.com","none"
"QuasiTex","The web side of business","5.0","1 review","http://quasitex.com","Our primary goal is to deliver a quality product and to keep the customer informed at all stages of the development p...","50%  Web Development
5%  Application Testing
5%  E-Commerce Development
5%  Enterprise App Modernization
5%  IT Managed Services
5%  IT Strategy Consulting
5%  Mobile App Development
5%  Other Application Development
5%  Web Design
5%  Custom Software Development
5%  Staff Augmentation
","$1,000+","$25 - $49 / hr","Grodno, Belarus","https://clutch.co/profile/quasitex","contact@quasitex.com","none"
"Outpost","Revealing your future path","5.0","1 review","https://outpost.rs/","Everything we do is carefully engineered, whether we're producing an application, a website, or a back-end structure...","20%  Web Development
20%  Mobile App Development
15%  UX/UI Design
15%  Custom Software Development
15%  Artificial Intelligence
10%  Product Design
5%  Web Design
","$5,000+","$25 - $49 / hr","Belgrade, Serbia","https://clutch.co/profile/outpost","office@outpost.rs","+381616660350"
"SimLabs Inc.","We make your ideas working","5.0","1 review","https://www.sim-labs.com","Simlabs is a software company based in Tampa, FL. Their specialties include virtual reality, UX, and research and development.","30%  Custom Software Development
30%  UX/UI Design
20%  BI & Big Data Consulting & SI
20%  AR/VR Development
","$10,000+","$50 - $99 / hr","Saint-Petersburg, Russia","https://clutch.co/profile/simlabs","info@sim-labs.com","+7(921)310-6538"
"IT Systems Sp. z o.o.","In code we trust. We change your business with IT.","5.0","1 review","http://www.itsystems.biz.pl","A development company. IT Systems specializes in mobile application development, UX/UI design, and web development.","20%  Web Development
30%  Mobile App Development
10%  UX/UI Design
10%  Custom Software Development
5%  Application Management & Support
5%  Application Testing
5%  Enterprise App Modernization
5%  IT Strategy Consulting
5%  Other Application Development
5%  Web Design
","Undisclosed","$25 - $49 / hr","Chorzów, Poland","https://clutch.co/profile/it-systems-sp-z-oo","biuro@itsystems.biz.pl","+48.793122669"
"Integral","We are outsourcing software development agency","5.0","1 review","https://sfxdx.com/","We are the Integral team of Core Blockchain Developers...","20%  Web Development
50%  Blockchain
20%  Mobile App Development
10%  Custom Software Development
","$5,000+","$50 - $99 / hr","Novosibirsk, Russia","https://clutch.co/profile/integral","info@sfxdx.ru","+79130003540"
"GlobalizeIT","We shape innovative ideas into high-tech software","5.0","1 review","https://www.globalizeit.tech/","Globalized is provides consulting, designs and delivery of unique blockchain and software solutions.","10%  Web Development
40%  Blockchain
20%  Custom Software Development
20%  Business Consulting
5%  Web Design
5%  Graphic Design
","$5,000+","$25 - $49 / hr","Sofia, Bulgaria","https://clutch.co/profile/globalizeit","sevgin@globalizeit.tech","+359 89 882 1110"
"Cognitive","cloud-native serverless microservices golang","5.0","1 review","https://cognitive-cs.com","Cognitive is a top-tier software consultancy company that focuses on Programmable Infrastructure (Kubernete...","50%  Cloud Consulting & SI
30%  Custom Software Development
10%  IT Strategy Consulting
10%  Artificial Intelligence
","$10,000+","Undisclosed","Warsaw, Poland","https://clutch.co/profile/cognitive","info@cognitive-cs.com","none"
"PrototypeDev","We are a software development company","5.0","1 review","http://prototypedev.com.ua/","Based in Ukraine, PrototypeDev specializes in hosting, system administration, CRM implementation, mobile development and web development.","30%  Web Development
15%  E-Commerce Development
14%  CRM Consulting and SI
10%  Mobile App Development
10%  UX/UI Design
10%  Web Design
6%  Custom Software Development
5%  Search Engine Optimization
","$1,000+","$25 - $49 / hr","Lviv, Ukraine","https://clutch.co/profile/prototypedev","prototypedevelopments@gmail.com","+380672002299"
"INOSTUDIO","Pro software, real solutions","5.0","1 review","https://inostudio.com","Inostudio specializes in web and application development. Past clients include IBM and Virgin.","30%  Web Development
30%  Mobile App Development
10%  E-Commerce Development
10%  Enterprise App Modernization
10%  UX/UI Design
10%  Web Design
","$50,000+","$25 - $49 / hr","Taganrog, Russia","https://clutch.co/profile/inostudio","welcome@inostudio.com","none"
"ArtisMedia","Web & Mobile Development Belarus. B2B/B2C portals","5.0","1 review","http://artismedia.biz/","ArtisMedia specializes in web development of B2B/B2C trading and e-commerce portals, job search, and gaming websites.","40%  Web Development
40%  Web Design
20%  Mobile App Development
","$1,000+","$25 - $49 / hr","Minsk, Belarus","https://clutch.co/profile/artismedia-0","info@artismedia.by","+375172102810"
"Black Wing Foundation","Game development company","5.0","1 review","http://bwf-game.com/","Founded in 2007, Black Wing Foundation is an independent video game developer in Ukraine. Projects include Great War Mechs and In Fear I Trust.","50%  Mobile App Development
20%  Custom Software Development
10%  Application Testing
10%  Other Application Development
10%  AR/VR Development
","$10,000+","$25 - $49 / hr","Dnipro, Ukraine","https://clutch.co/profile/black-wing-foundation","bizdev@bwf-game.com","none"
"RichBrains","We are a software development company","5.0","1 review","http://richbrains.net","RichBrains is an offshore web development company that offers custom web development services including web development and design, content management systems, web-based enterprise solutions, and e-commerce services.","35%  Web Development
35%  UX/UI Design
15%  Web Design
10%  Cloud Consulting & SI
5%  Mobile App Development
","$5,000+","$25 - $49 / hr","Minsk, Belarus","https://clutch.co/profile/richbrains","i.zhdanko@richbrains.net","+375447380953"
"ANEGIS Consulting","MAXIMISE YOUR BUSINESS POTENTIAL","5.0","1 review","https://ax-dynamics.com","Based in the UK, ANEGIS Consulting specializes in IT consultation for growing businesses.","50%  ERP Consulting and SI
25%  Enterprise App Modernization
25%  Custom Software Development
","Undisclosed","Undisclosed","Wroclaw, Poland","https://clutch.co/profile/anegis-consulting","info@anegis.com","+48.71.881.0563"
"UAB Commercial Engineering Technologies","Digital Marketing Agency.","5.0","1 review","http://www.cet.lt/","A digital marketing firm launched in 2011. Services include Google Adwords, SEO, Facebook, analytics, YouTube, Linkedin, and Yandex Direct, based in Vilnius.","25%  Web Development
50%  Search Engine Optimization
25%  Advertising
","$5,000+","$100 - $149 / hr","Vilnius, Lithuania","https://clutch.co/profile/uab-commercial-engineering-technologies","info@cet.lt","+370.5.210.0104"
"Agencija Točka","Handsome Graphic designs & Smart User experience","5.0","1 review","http://tocka.co/","Agencija Točka is a marketing and advertising agency based in Pozega, Croatia. They specialize in Social networking, Graphic Design, Web Design, and Web Development.","35%  Web Development
35%  Web Design
30%  Graphic Design
","$1,000+","$25 - $49 / hr","Pozega, Croatia","https://clutch.co/profile/agencija-to%C4%8Dka","info@tocka.co","+385.34.272.747"
"Synergy Effect","Added value - our goal and daily work","5.0","1 review","https://www.s-e.lt/","Synergy Effect is Digital marketing agency based in Vilnius, Lithuania. Their services include Web design, Web solution, Web development and Web marketing.","35%  Web Development
35%  Web Design
15%  Email Marketing
15%  Search Engine Optimization
","$1,000+","< $25 / hr","Vilnius, Lithuania","https://clutch.co/profile/synergy-effect","info@idea.lt","+370.5275.7711"
"Seologic","Uslugv a full range of Internet marketing.","5.0","1 review","https://www.seologic.by/","Seologic is an internet marketing agency in Minsk, Belarus. They offer a full range of services in the field of Internet marketing.","30%  Web Development
40%  Search Engine Optimization
30%  Mobile App Development
","$1,000+","$25 - $49 / hr","Minsk, Belarus","https://clutch.co/profile/seologic","sale@seologic.by","+375.29.684.29.39"
"Hinora Group Communications","Hungary Advertising and Consultancy services","5.0","1 review","https://hinora.hu/","Hinora Group Communications is based in Hungary.They specialize on advertising, online marketing, application and web...","20%  Web Development
30%  Digital Strategy
20%  Search Engine Optimization
20%  Graphic Design
10%  Social Media Marketing
","$5,000+","$100 - $149 / hr","Budapest, Hungary","https://clutch.co/profile/hinora-group-communications","sebok.csilla@hinora.hu","+36.30.300.99.55"
"Superskrypt","The web is design made digital","5.0","1 review","https://superskrypt.pl/about-us/","Based in Poland, Superskrypt is a design shop that specializes in web design, UX/UI, and branding.","35%  Web Development
10%  Logo
10%  UX/UI Design
10%  Web Design
10%  Product Design
5%  E-Commerce Development
5%  Mobile App Development
5%  Packaging Design
5%  Print Design
5%  Graphic Design
","$5,000+","$25 - $49 / hr","Warsaw, Poland","https://clutch.co/profile/superskrypt","info@superskrypt.pl","+48 22 646 05 53"
"Premmerce","Excellent web development with cost-effectiveness","5.0","1 review","https://agency.premmerce.com/","WooCommerce solutions with trendy design, clean code, great performance and SEO...","30%  Web Development
40%  Web Design
30%  E-Commerce Development
","$5,000+","$50 - $99 / hr","Lviv, Ukraine","https://clutch.co/profile/premmerce","info@premmerce.com","none"
"PEEXL LLC","Moldova Web Development Company","5.0","1 review","https://www.peexl.com/","A collection of highly experience programmers and developers, Peexl represents a global approach to an impressive web...","45%  Web Development
45%  IT Managed Services
10%  Web Design
","Undisclosed","Undisclosed","Chisinau, Moldova","https://clutch.co/profile/peexl","contact@peexl.com","+373 7989-8828"
"VIS-A-VIS","We've created websites since 2003.","5.0","1 review","https://www.vis-design.com","We create websites since 2003...","30%  Web Development
20%  E-Commerce Development
20%  UX/UI Design
20%  Web Design
10%  Search Engine Optimization
","$5,000+","$25 - $49 / hr","Kyiv, Ukraine","https://clutch.co/profile/vis-vis","vis@vis-design.com","+380442061014"
